Transcription Start	Translation Start	Translation Stop	Transcription Stop	Strand	Name	Synonym	Product	Raw Counts Cond_50 Replicate 1	Raw Counts Cond_50 Replicate 2	Raw Counts Cond_50 Replicate 3	Normalized Counts Cond_50 Replicate 1	Normalized Counts Cond_50 Replicate 2	Normalized Counts Cond_50 Replicate 3	RPKM Cond_50	Expression Cond_50	Raw Counts Cond_0.1 Replicate 1	Raw Counts Cond_0.1 Replicate 2	Raw Counts Cond_0.1 Replicate 3	Normalized Counts Cond_0.1 Replicate 1	Normalized Counts Cond_0.1 Replicate 2	Normalized Counts Cond_0.1 Replicate 3	RPKM Cond_0.1	Expression Cond_0.1	pValue Cond_50 vs Cond_0.1	qValue Cond_50 vs Cond_0.1
195139			195017	-	-	predicted RNA	antisense: fadD5	55	73	55	618610	728507	529390	219	5085	52	11	65	625790	311861	608936	146	4191	0.23156636404107744	0.6799688104161049
196852			196642	-	-	predicted RNA	antisense: fadD5	114	117	131	1271898	1164309	1241535	251	5810	123	36	142	1460247	953047	1327659	197	5909	0.12703162771700413	0.5346537037148027
	196861	197658		+	yrbE1A	Rv0167	-	6	5	1	67617	55050	17875	2	58	5	3	6	65680	83196	60212	2	87	0.09553981162244374	0.47847648921800257
	197660	198529		+	yrbE1B	Rv0168	-	4	6	4	44727	65656	44058	2	59	2	1	6	24621	30971	60000	1	44	0.6364913095806121	1.0
	198534	199898		+	mce1A	Rv0169	-	3	7	5	39888	76094	49947	1	40	3	0	8	41540	17133	77393	1	33	0.4184460671067025	0.881879708438426
	199895	200935		+	mce1B	Rv0170	-	10	16	16	117990	166891	153680	6	140	6	3	7	78541	84349	65638	2	73	0.5827332983071057	1.0
200435			200277	-	-	predicted RNA	antisense: mce1B	65	66	63	722828	655667	603838	178	4155	51	22	71	613204	601317	670000	126	3950	0.13080253160574154	0.5417938417772175
	200932	202479		+	mce1C	Rv0171	-	12	13	16	137965	132828	152839	3	91	9	3	9	115543	92421	85478	1	63	0.8753943386379054	1.0
	202476	204068		+	mce1D	Rv0172	-	7	24	13	78535	242199	125604	4	93	12	0	16	146767	25535	153404	2	68	0.7333357625900514	1.0
	204065	205237		+	lprK	Rv0173	-	7	1	4	85421	10549	40536	1	38	3	1	2	39133	29159	22765	0	25	0.917401989888538	1.0
	205231	206778		+	mce1F	Rv0174	-	9	5	11	110918	50617	109095	2	58	4	0	13	50137	0	122819	1	37	0.9205604525905773	1.0
205698			205265	-	-	predicted RNA	antisense: mce1F	208	220	261	2309801	2177216	2475552	231	5347	170	55	258	2022489	1457825	2407765	154	4522	0.3139260483445661	0.7696656342337077
205860			205759	-	-	predicted RNA	antisense: mce1F	44	52	52	494106	522951	497476	214	4949	41	11	56	489614	307578	523617	147	4316	0.20239217003807872	0.640759281691351
206917			206532	-	-	predicted RNA	antisense: Rv0175 mce1F	303	294	329	3373014	2908024	3121819	350	8119	258	60	331	3061485	1583031	3090265	232	6679	0.35691863026660586	0.8180735075998606
	206814	207455		+		Rv0175	-	1	0	1	16997	6902	10147	0	17	0	0	1	0	17133	17819	0	18	0.4634687113188774	1.0
207414			207110	-	-	predicted RNA	antisense: Rv0175	136	181	163	1511724	1794051	1548422	229	5305	104	27	163	1239202	711367	1520319	133	3793	0.24065031283053723	0.6873664623962051
	207452	208420		+		Rv0176	-	0	2	1	7258	22951	15878	0	15	2	0	2	25309	0	23351	0	16	0.9428154923029303	1.0
	208417	208971		+		Rv0177	-	2	1	1	28411	11728	12250	1	31	0	0	4	10041	3953	41117	1	33	0.8446467313196607	1.0
209023			208627	-	-	predicted RNA	antisense: Rv0178 Rv0177	232	303	267	2579714	2997306	2532544	294	6809	203	50	299	2411623	1321252	2784946	192	5472	0.36575495984057615	0.8299080563401656
	208938	209672		+		Rv0178	-	9	5	18	108250	50336	170820	6	149	7	1	13	83425	48270	123085	4	115	0.6504880874494245	1.0
	210812	209703		-	lprO	Rv0179c	-	23	22	27	260856	224747	261987	9	224	9	1	29	118156	43492	276276	5	131	0.867812246007298	1.0
	212250	210892		-		Rv0180c	-	9	21	21	103970	207463	200683	5	125	18	2	13	220976	55354	121382	3	97	0.5203800243076356	0.9841372001553657
	213011	212277		-		Rv0181c	-	0	0	0	3287	4882	7413	0	7	2	0	0	23796	16639	1861	0	19	0.1298963290426665	1.0
	214140	213028		-	sigG	Rv0182c	-	0	2	1	1799	23905	13722	0	11	0	3	0	2063	91268	1914	0	28	0.07200619969376156	0.42771790232042883
	214088	214927		+		Rv0183	-	3	5	9	41004	52076	87276	3	71	14	0	8	177028	0	80744	3	102	0.07811898371425977	0.44160265745211835
	214969	215718		+		Rv0184	-	8	5	2	99813	50336	20977	3	76	17	0	12	203713	25700	115744	5	153	0.01166884887344629	0.13539018436136466
	215715	216224		+		Rv0185	-	5	11	6	66439	112121	57939	6	154	40	1	23	476616	44975	215744	17	481	2.682425981586323E-6	9.212523791160069E-5
216225	216269	218344	218599	+	bglS	Rv0186	-	919	1240	1089	10212655	12252974	10309621	227	5262	1744	62	1522	20637207	1634266	14172446	222	5851	0.5165365516531553	0.9811908921446882
218570	218551	218390	218390	-	mymT	Rv0186A	-	4	6	5	48449	67171	48422	14	337	6	1	8	76134	26853	82393	13	381	0.18893003645648423	0.6259967961346966
	218705	219367		+		Rv0187	-	12	2	6	140818	27777	65983	4	117	11	0	9	141609	0	91542	4	117	0.25580611601298603	0.7038310643540848
	219486	219917		+		Rv0188	-	10	14	13	120161	139393	127287	12	298	9	0	4	116574	14168	40478	4	132	0.3867758665451233	0.8479756356086692
	221723	219996		-	ilvD	Rv0189c	-	21	29	29	237965	291077	275394	6	155	42	23	33	500068	627018	315212	7	278	0.0017665640758989121	0.03045726738085956
222097			221845	-	-	predicted RNA	antisense: Rv0190	179	195	192	1995223	1933838	1817560	326	7571	229	21	220	2709766	563591	2049734	257	7013	0.1832778090248175	0.621540257748648
	221871	222161		+		Rv0190	-	1	0	1	14205	3703	14405	1	37	1	0	1	16368	11037	12287	1	45	0.704693625074733	1.0
	222289	223530		+		Rv0191	-	2	0	1	28287	9259	13354	0	13	1	0	1	12723	0	14787	0	7	0.638838757475793	1.0
	223564	224664		+		Rv0192	-	3	3	5	34243	34567	55941	1	37	5	0	2	62998	0	22340	0	25	0.854023556428714	1.0
	226571	224724		-		Rv0193c	-	20	21	26	222270	208024	247476	5	122	18	6	23	214030	164909	217659	3	107	0.2737290558359004	0.7244875688677684
	226878	230462		+		Rv0194	-	13	18	12	154590	185353	116246	1	42	8	11	14	97936	309884	134627	1	50	0.06975535716622844	0.42316170553502447
	230899	231534		+		Rv0195	-	0	1	0	0	11616	0	0	6	1	1	4	15543	40197	37606	1	48	5.318600041688221E-8	2.3298724468334217E-6
	231647	232231		+		Rv0196	-	0	0	0	0	0	9148	0	5	0	1	0	1100	30642	0	0	18	0.07495618938376312	1.0
	232231	234519		+		Rv0197	-	7	8	7	87034	79068	71345	1	34	4	0	4	58734	16309	45851	0	17	0.6100834521432293	1.0
	236507	234516		-	zmp1	Rv0198c	-	11	5	16	127667	56734	151997	2	56	9	2	15	115818	53212	145265	1	52	0.326101824455524	0.784463854810607
	236550	237209		+		Rv0199	-	10	9	11	118672	92704	104731	6	159	2	3	16	33012	85996	156755	4	139	0.4405865587378013	0.898972479401797
	237206	237895		+		Rv0200	-	8	13	9	96339	134511	87118	6	153	9	5	20	117262	149752	186914	7	219	0.03391921067703522	0.2805687310915456
	238395	237892		-		Rv0201c	-	0	2	2	9305	25645	27549	1	41	4	0	5	52888	0	49042	2	67	0.18048850104202752	0.6193742086118498
	241292	238392		-	mmpL11	Rv0202c	-	5	2	1	62220	25533	17297	0	12	3	5	5	38170	137067	46808	0	25	0.027057614110045824	1.0
	241514	241924		+		Rv0203	-	0	0	0	7940	0	7991	0	12	0	0	1	0	0	11595	0	9	0.5624318057625526	1.0
	243214	241976		-		Rv0204c	-	11	13	10	130955	129629	96845	4	96	8	1	16	103645	26523	152553	2	76	0.6250360976543745	1.0
	243384	244487		+		Rv0205	-	22	20	25	246277	200561	239905	8	207	30	4	32	360041	108566	303457	8	233	0.05650287397649662	0.37375475806024655
	247318	244484		-	mmpL3	Rv0206c	-	18	17	8	209987	168125	84542	2	54	14	7	19	167056	199341	185904	2	64	0.06709127144979725	0.4126401552062745
246759			246873	+	-	predicted RNA	antisense: mmpL3	54	53	60	601240	525813	574868	213	4933	52	15	66	617400	401482	614627	159	4734	0.1291063092081769	0.5386330276294493
248112	248112	247384	247346	-		Rv0207c	-	64	76	72	717307	756060	687013	42	987	40	10	76	474415	285502	715212	24	674	0.5617407996049177	1.0
	248906	248115		-		Rv0208c	-	2	3	2	28163	34399	23554	1	36	3	0	3	46011	18616	30106	1	39	0.32602165810983935	0.784463854810607
	249038	250123		+		Rv0209	-	0	0	2	0	9483	23711	0	10	0	1	1	0	51070	12446	0	19	0.20540868119050104	1.0
	250120	251598		+		Rv0210	-	0	0	0	0	8361	0	0	1	3	1	0	35832	50082	0	0	19	1.861099896902237E-11	1.0
	251782	253602		+	pckA	Rv0211	-	0	1	0	0	13019	5205	0	3	1	0	1	15543	0	14893	0	5	0.7919702783503207	1.0
	254640	253669		-	nadR	Rv0212c	-	21	21	25	236476	216217	240063	10	237	23	9	37	274828	238550	349521	9	295	0.027956876635817317	0.24830625322011124
	255950	254637		-		Rv0213c	-	19	26	42	220347	259820	398370	9	222	24	1	25	286038	47940	236861	5	144	0.9646227581969236	1.0
	256064	257677		+	fadD4	Rv0214	-	6	8	7	75124	85353	68717	2	47	1	1	12	20839	48929	112287	1	37	0.5150571623358288	0.9796811687672631
	258913	259926		+		Rv0216	-	3	0	3	42803	8417	29390	1	26	2	0	1	24209	10543	14255	0	16	0.8122315521156982	1.0
	260831	259923		-	lipW	Rv0217c	-	2	5	3	30521	55723	36750	1	45	3	1	4	39683	43327	38936	1	44	0.30801481576039785	0.766555132788051
	260924	262252		+		Rv0218	-	5	10	17	66129	101683	161514	3	82	4	5	9	59078	146293	87872	2	73	0.4074790228110734	0.8690418497267709
	262254	262802		+		Rv0219	-	0	0	1	0	0	16771	0	10	0	0	3	0	0	31063	0	18	0.9973683083123169	1.0
	262812	264023		+	lipC	Rv0220	-	1	0	1	17431	0	10567	0	7	0	0	1	0	0	10106	0	2	0.42427349787465535	1.0
	264067	265476		+		Rv0221	-	4	2	0	46339	28226	6098	0	19	6	0	3	74621	0	28617	0	24	0.26041502803788835	1.0
	265507	266295		+	echA1	Rv0222	-	7	5	12	82568	54769	118138	4	107	3	3	11	40233	100494	110106	3	105	0.27481731859906927	0.725132605252492
	267764	266301		-		Rv0223c	-	13	20	13	152791	198933	132386	4	110	11	0	21	140027	18780	200265	3	81	0.6430377511764127	1.0
	268627	267863		-		Rv0224c	-	3	10	9	39205	106228	90273	4	102	4	2	11	48074	57331	103723	3	91	0.38836747932391597	0.8502098871685727
	268663	269817		+		Rv0225	-	0	1	2	8870	19640	19137	0	13	5	2	12	70013	73146	113244	2	73	3.172861216103372E-7	1.2382812000665248E-5
	271564	269834		-		Rv0226c	-	4	3	1	44416	29966	14511	0	17	8	1	3	95116	32289	29787	0	30	0.09472544275290774	0.47617836737498004
	272839	271574		-		Rv0227c	-	0	0	0	7940	0	0	0	2	3	3	0	47180	93245	8936	0	39	6.321181908155157E-43	7.334279441002726E-41
273055	273055	274278	274892	+		Rv0228	-	28	38	24	312344	380864	230126	10	251	34	4	65	405295	124876	613670	11	311	0.05772915011914057	0.37779152661809523
	274986	274306		-		Rv0229c	-	3	0	3	34615	1795	36855	1	35	3	2	3	36726	65403	31063	1	65	0.1079037775951306	0.5049728291659471
	275963	274983		-	php	Rv0230c	-	4	2	4	50868	21941	45951	1	40	3	1	4	42984	33772	37393	1	38	0.32887232392008836	0.7875063195801199
	276058	277764		+	fadE4	Rv0231	-	7	6	6	81823	60606	62828	1	40	0	0	2	9972	0	26648	0	7	3.5575002204076694E-4	0.007598183306572201
	277899	278588		+		Rv0232	-	0	1	3	0	11560	31388	0	20	1	0	2	15268	10049	24361	0	23	0.9770359562850095	1.0
278036			277966	-	-	predicted RNA	antisense: Rv0232	30	36	39	334305	356677	371503	216	4988	31	8	34	376203	224711	318723	144	4317	0.3019622570056857	0.7585529656773901
	278585	279529		+	nrdB	Rv0233	-	1	4	2	19975	46464	22134	1	31	3	2	5	45460	55189	49308	1	52	0.11285762028000007	0.5121540844207614
	281140	279605		-	gabD1	Rv0234c	-	21	27	24	234677	268237	230546	6	159	22	1	36	270976	48105	338351	5	142	0.24331473305936344	0.6935923964301776
	282614	281166		-		Rv0235c	-	26	18	30	294168	187429	286803	7	176	15	6	25	185694	182042	238085	4	139	0.4776810808646269	0.9398189184930537
	286851	282649		-	aftD	Rv0236c	-	67	61	57	751488	609371	543480	6	151	67	22	52	794085	583855	490638	4	148	0.12070506973879588	0.5245679162863794
	287071	286898		-		Rv0236A	-	1	0	0	15074	4264	0	1	37	3	0	0	40440	18286	3617	3	119	0.04481453269472329	0.3265830934644479
	287186	288352		+	lpqI	Rv0237	-	1	0	2	11166	0	21924	0	9	3	1	3	45185	49752	34893	1	37	0.002290718528566317	0.0375345597066229
	288428	289042		+		Rv0238	-	3	6	4	38523	64534	39064	3	77	3	0	4	41540	3459	41648	1	46	0.8934976423501603	1.0
	289104	289337		+	vapB24	Rv0239	-	1	2	1	20409	28675	15930	3	92	0	1	0	5295	36243	8138	1	70	0.8726442883807337	1.0
	289345	289782		+	vapC24	Rv0240	-	10	18	21	116997	182267	203417	16	382	15	2	22	179848	62932	211755	12	345	0.29160215761614494	0.7453908931940018
	290654	289812		-	htdX	Rv0241c	-	5	6	7	64019	60662	67718	3	76	7	4	9	86244	118945	87819	3	115	0.05263150189680307	0.35694634698732325
	292029	290665		-	fabG4	Rv0242c	-	0	1	0	0	19248	9200	0	6	1	4	3	14030	124876	33882	0	42	9.683370166618965E-7	3.5836817349392426E-5
	292171	293493		+	fadA2	Rv0243	-	8	5	5	94602	51459	49526	2	49	0	2	2	11416	53542	19893	0	21	0.32840140428835757	0.7875063195801199
292317			292193	-	-	predicted RNA	antisense: fadA2	49	94	68	544665	932659	650000	246	5672	55	11	110	659903	303294	1032340	197	5321	0.13286253384586094	0.544437807919851
293029			292853	-	-	predicted RNA	antisense: fadA2	72	130	90	803473	1284960	857045	240	5547	63	11	134	748211	291598	1253563	163	4318	0.2555725900550527	0.7038310643540848
293604			293705	+	F6	RVnc0008	-	1	2	2	11476	22390	19137	7	173	1	0	3	13548	11202	36648	7	200	0.6220552691280136	1.0
	295633	293798		-	fadE5	Rv0244c	-	12	21	12	134739	212626	116666	3	84	8	1	21	105983	48270	195744	2	63	0.6291749578274657	1.0
	296005	296493		+		Rv0245	-	1	4	5	12655	47474	54942	3	78	0	0	3	10935	0	29255	1	27	0.09625803578480352	0.4787394098742394
296809	296809	298119	302232	+		Rv0246	-	45	75	59	502109	743097	563932	19	459	53	9	74	638308	254200	695478	14	403	0.17614790900184313	0.6146028624076495
	298862	298116		-		Rv0247c	-	2	3	2	22828	30415	19610	1	32	0	0	3	6258	0	35372	0	18	0.48636504615494447	0.9499386456520367
	300803	298863		-		Rv0248c	-	30	31	43	343796	309315	408832	7	182	19	5	36	231705	131136	337340	4	120	0.9930939160069736	1.0
	301655	300834		-		Rv0249c	-	0	0	0	0	0	2260	0	0	1	0	1	15130	21087	16117	0	21	3.094279037698056E-84	1.0
	302028	301735		-		Rv0250c	-	0	0	1	0	0	10935	0	12	0	1	0	10110	44810	5053	1	67	7.898906487607418E-4	0.01510745387648856
	302652	302173		-	hsp	Rv0251c	-	3	6	4	39019	61672	46372	4	102	0	4	3	756	113344	27978	2	98	0.28373864004523724	0.7338383540154643
302380			302405	+	-	predicted RNA	antisense: hsp	2	18	16	25372	178002	157413	206	4625	11	8	2	139408	225535	26436	119	5017	0.13227558285108712	0.543225677888544
	302866	305427		+	nirB	Rv0252	-	9	7	9	100372	75140	93112	1	34	1	5	9	20495	131630	84414	0	30	0.41618378792867283	0.8788376790840101
	305453	305809		+	nirD	Rv0253	-	1	4	1	17307	48372	17402	3	77	1	1	4	13755	52224	45000	3	103	0.23358926727596094	0.681741045481384
	306349	305825		-	cobU	Rv0254c	-	2	1	3	29156	10213	30599	1	44	1	0	3	12379	26029	35159	1	46	0.38948739895520446	0.8509882391606884
	307858	306374		-	cobQ1	Rv0255c	-	0	2	0	9429	23625	0	0	7	2	6	1	26960	163591	14734	0	46	9.440691734190597E-8	4.052888961488023E-6
	309547	307877		-	PPE2	Rv0256c	-	44	55	57	492369	551459	546267	13	317	38	17	65	453782	467874	612606	10	306	0.13004368276244385	0.5393985798059628
309609	309699	310073	310084	+		Rv0257	-	20	25	24	223511	254769	236067	27	634	15	12	28	188376	324382	266223	20	692	0.06752829754584538	0.4141414019490203
	310749	310294		-		Rv0258c	-	7	6	8	78101	59764	79968	6	159	8	2	4	105158	53871	45478	4	149	0.30036447639083613	0.7569275493227853
	311517	310774		-		Rv0259c	-	1	0	2	17679	9203	20347	0	21	0	1	1	9009	28171	15425	0	23	0.8981331615181479	1.0
	312659	311514		-		Rv0260c	-	0	3	2	0	31986	20031	0	15	1	2	2	22696	56836	22712	0	29	0.11805997569083027	0.5178782704382023
	314168	312759		-	narK3	Rv0261c	-	0	2	1	7506	28787	16351	0	12	3	0	0	41403	10214	0	0	12	0.9753651649293078	1.0
	314854	314309		-	aac	Rv0262c	-	1	0	0	12282	0	0	0	7	0	2	0	0	59967	7393	0	41	5.924444983703782E-4	0.011884879586467447
	315766	314864		-		Rv0263c	-	1	0	0	20967	0	0	0	7	2	0	0	24552	14991	8191	0	17	0.18643354540913	1.0
	316415	315783		-		Rv0264c	-	0	0	0	8684	0	0	0	4	0	1	1	8253	36079	15000	0	31	3.859122792288989E-5	0.001029019512254449
	317503	316511		-		Rv0265c	-	2	0	0	25372	0	0	0	8	0	2	0	10935	75288	3670	0	30	0.014937967951969333	0.16153324034711422
	321154	317525		-	oplA	Rv0266c	-	4	2	3	53970	24635	37697	0	10	7	2	4	84319	70181	39308	0	17	0.08190668240443294	1.0
321331	321331	322722	323266	+	narU	Rv0267	-	90	105	90	1004094	1038271	855941	29	694	105	18	112	1248143	475288	1044148	23	662	0.16405241989286948	0.597351177777853
	323273	322764		-		Rv0268c	-	6	14	11	76054	140347	105415	9	210	13	2	15	164374	57331	146010	8	240	0.10875148786053676	0.5070009875129508
	324531	323338		-		Rv0269c	-	9	11	7	110545	116666	70084	3	82	6	3	5	79092	86161	50797	1	60	0.7408918374749071	1.0
	324567	326249		+	fadD2	Rv0270	-	9	17	19	101364	171829	181598	3	90	8	6	11	100962	180230	104680	2	76	0.38766476359339114	0.849104505156341
328461	328461	326266	324580	-	fadE6	Rv0271c	-	136	150	153	1519168	1488945	1456992	29	677	114	18	162	1355639	486490	1515372	18	509	0.22560074028730007	0.6725722069815133
	329708	328575		-		Rv0272c	-	21	11	16	241935	111391	159358	6	150	13	1	17	160591	41845	162819	3	107	0.7081738720030206	1.0
	330325	329705		-		Rv0273c	-	3	0	0	36662	2525	6624	1	24	0	0	2	10866	0	22712	0	18	0.40231312258641566	1.0
	330422	331003		+		Rv0274	-	16	25	26	183126	250224	250893	17	391	19	4	16	236244	111696	155744	9	288	0.6012750417479518	1.0
	331658	330933		-		Rv0275c	-	4	6	8	45657	59315	82649	3	86	7	1	9	86176	30971	84255	3	92	0.19446791593038307	0.6330884660726868
	331748	332668		+		Rv0276	-	3	9	3	43114	97530	32492	2	62	4	3	4	53094	93574	38457	1	67	0.20501204147982527	0.6464499049644632
333136	333136	332708	331719	-	vapC25	Rv0277c	-	17	23	29	198449	236868	278075	24	554	17	4	32	209766	107907	306489	17	484	0.28057317042750307	0.7328876316776437
333083			333092	+	-	predicted RNA	antisense: vapC25	4	5	4	45409	52469	43796	204	4722	4	0	7	58390	20757	66489	177	4854	0.2624213856965573	0.7098556059288275
333256			333328	+	-	predicted RNA	-	32	38	30	360607	377384	284963	200	4671	42	10	46	497592	269028	431170	186	5469	0.07697607200126076	0.4392145448733093
	336310	333437		-		Rv0278c	-	4	0	0	46526	2525	8412	0	6	2	1	2	31224	29489	27659	0	10	0.22532872420962707	1.0
	339073	336560		-	PE_PGRS4	Rv0279c	-	1	2	1	11910	22783	11619	0	6	0	0	3	9147	0	28351	0	4	0.4223038447737819	1.0
	339364	340974		+	PPE3	Rv0280	-	3	4	2	42741	39506	26656	0	22	4	5	2	51513	136738	22925	0	43	0.04279828558529562	0.3168206033405579
340063			339658	-	-	predicted RNA	antisense: PPE3	1	3	0	19292	31481	0	1	41	63	279	104	748005	7310214	971702	144	7413	0.0	0.0
341195			340715	-	-	predicted RNA	antisense: PPE3 Rv0281	6	11	14	71774	109652	140431	9	223	93	585	132	1104676	15326688	1232287	220	12240	0.0	0.0
	340998	341906		+		Rv0281	-	15	41	24	174379	410101	231861	13	299	17	6	30	208115	168369	285904	8	242	0.4547109957825299	0.9143838673415807
342541			341996	-	-	predicted RNA	antisense: eccA3	145	150	149	1610359	1487037	1416719	118	2755	338	763	395	4004607	19993904	3679840	364	16897	3.0516638996400097E-41	3.359177723372964E-39
	342130	344025		+	eccA3	Rv0282	-	1	2	1	13337	22166	18611	0	9	0	3	2	8459	89456	22074	0	21	0.06767298653582436	1.0
342840			342679	-	-	predicted RNA	antisense: eccA3	31	34	32	352109	337205	307097	88	2050	55	91	71	659422	2390280	660904	180	7634	1.9671967187063444E-11	1.1112073043955707E-9
343626			343183	-	-	predicted RNA	antisense: eccA3	102	140	119	1134677	1388552	1126182	118	2739	154	290	229	1831843	7612520	2139308	203	8696	1.6424126715159525E-8	7.581588815933316E-7
343968			343860	-	-	predicted RNA	antisense: eccA3	32	32	27	360669	321436	257413	123	2873	35	56	55	421320	1481548	514095	182	7391	1.534731657769925E-5	4.5127417854837594E-4
	344022	345638		+	eccB3	Rv0283	-	4	7	4	54094	70145	44216	1	34	8	4	4	98762	109060	37819	1	50	0.07961456483552515	0.44160265745211835
	345635	349627		+	eccC3	Rv0284	-	27	35	26	303349	350561	252576	3	75	25	10	27	299793	266227	252340	2	68	0.2764478887142063	0.7280925069018943
345983			345752	-	-	predicted RNA	antisense: eccC3	67	59	58	749317	584118	552523	116	2709	91	154	107	1082255	4048764	998031	203	8806	1.381631276090907E-9	6.817635710641682E-8
346177			346088	-	-	predicted RNA	antisense: eccC3	20	22	22	229838	223344	214879	106	2474	34	43	48	410797	1143327	451063	190	7426	2.1891121322012193E-9	1.0559391442179589E-7
349612			349471	-	-	predicted RNA	antisense: eccC3	27	49	26	303163	489450	250736	105	2449	44	81	65	530536	2130477	608617	180	7675	5.695193360917678E-8	2.469642939234302E-6
	349624	349932		+	PE5	Rv0285	-	0	0	0	0	0	0	0	0	0	0	0	3370	0	6968	0	11	0.0	1.0
	349935	351476		+	PPE4	Rv0286	-	1	3	3	11228	37766	29022	0	16	6	4	7	82324	120922	71648	1	59	2.8268039268016177E-4	0.0061915659478364
350095			349976	-	-	predicted RNA	antisense: PPE4	23	26	26	261104	258249	252208	92	2143	28	70	52	335763	1845140	485212	168	7405	3.390160963444766E-12	1.9405281354757842E-10
352223			351295	-	-	predicted RNA	antisense: esxH esxG PPE4 espG3	274	381	339	3043548	3771212	3212250	155	3597	377	1132	513	4460453	29666062	4778031	288	13959	1.5369097073019404E-7	6.4057799742206116E-6
	351525	351818		+	esxG	Rv0287	-	0	0	0	0	3367	0	0	3	0	0	0	5570	0	7340	0	14	0.036638473011985195	1.0
	351848	352138		+	esxH	Rv0288	-	0	0	0	0	0	0	0	0	0	0	0	6327	0	4734	0	12	0.0	1.0
	352149	353036		+	espG3	Rv0289	-	2	1	0	23697	14253	0	0	14	0	0	1	3026	0	16702	0	7	0.6222980976556033	1.0
353055			352853	-	-	predicted RNA	antisense: espG3	63	99	70	707382	986924	669085	167	3880	92	139	126	1098418	3644316	1174414	237	9716	1.585156054571587E-5	4.6293026818202874E-4
	353083	354501		+	eccD3	Rv0290	-	1	2	0	19230	21661	0	0	9	0	0	1	7840	21087	16808	0	10	0.8618715834092645	1.0
353569			353381	-	-	predicted RNA	antisense: eccD3	38	66	48	424131	652020	458937	117	2707	56	100	64	668638	2629654	602393	156	6879	1.058406825188149E-5	3.245528928951945E-4
	354498	355883		+	mycP3	Rv0291	-	1	2	3	17307	22166	30494	0	16	4	4	3	54264	124217	29308	1	49	0.004550021920871552	0.06599068954831613
	355880	356875		+	eccE3	Rv0292	-	33	17	39	376923	173007	373554	13	309	15	5	25	187757	148929	241702	6	193	0.8523323596999891	1.0
	358064	356862		-		Rv0293c	-	17	25	28	195347	252356	272292	8	199	19	23	40	235144	612850	379468	9	340	0.0020829828642934204	0.034659866032603306
	358171	358956		+	tam	Rv0294	-	7	10	9	87841	99326	86750	5	116	7	0	13	92847	10214	127978	3	97	0.48259477336037804	0.945183257969941
	359748	358945		-		Rv0295c	-	0	0	1	9491	0	15930	0	10	0	3	4	6602	101317	42127	1	62	5.2459226326825035E-6	1.719140905504274E-4
	361155	359758		-		Rv0296c	-	4	3	3	49689	34792	33385	1	28	1	0	1	22627	0	18031	0	9	0.09095479700444879	0.4670681142824147
	361334	363109		+	PE_PGRS5	Rv0297	-	2	1	0	32382	14590	0	0	8	3	1	0	37689	41350	372	0	14	0.20890439079366058	1.0
	363252	363479		+		Rv0298	-	1	0	0	13461	7182	0	1	30	0	0	1	10385	0	14787	1	36	0.48595550296595424	0.9495707666057541
363518			363308	-	-	predicted RNA	antisense: Rv0299 Rv0298	100	140	103	1118610	1383333	975814	237	5494	80	12	127	955502	336738	1188244	145	3918	0.3168295463000537	0.7736912640876739
	363476	363778		+		Rv0299	-	1	0	0	16129	7295	7570	1	34	1	0	0	13411	0	0	0	14	0.979367647244907	1.0
	363826	364047		+	vapB2	Rv0300	-	0	0	0	4838	0	3995	0	13	0	0	2	0	0	20000	1	30	0.49148161225851966	0.9525645875511626
	364044	364469		+	vapC2	Rv0301	-	0	1	3	7630	12626	32649	1	41	1	0	2	21801	0	24361	1	36	0.8047722740600546	1.0
	364605	365237		+		Rv0302	-	0	0	0	1488	7182	6466	0	7	1	0	4	20563	0	43936	1	33	0.008002574784477794	0.10224718318381895
	365234	366142		+		Rv0303	-	6	0	4	67741	7968	45793	1	44	4	2	0	58734	56672	6276	1	44	0.3056290519976025	0.7637168336587353
	372764	366150		-	PPE5	Rv0304c	-	19	24	18	216563	240291	179337	1	32	19	7	20	226616	206754	194521	0	31	0.14132089357951455	0.5627927607948572
	375711	372820		-	PPE6	Rv0305c	-	5	10	8	62655	103984	80021	1	28	11	7	4	140233	201317	42287	1	44	0.03179061874136839	0.2681279494237613
	375914	376585		+		Rv0306	-	7	14	7	88399	146464	71135	6	151	5	3	4	64511	90280	43351	2	98	0.9361395089274053	1.0
	377055	376573		-		Rv0307c	-	0	0	3	3846	0	36382	1	27	0	0	0	0	0	0	0	0	1.0	1.0
	377113	377829		+		Rv0308	-	1	3	3	15260	32267	32544	1	37	0	0	0	0	0	5000	0	2	7.363858263239607E-29	7.025120783130585E-27
