Transcription Start	Translation Start	Translation Stop	Transcription Stop	Strand	Name	Synonym	Product	Raw Counts Cond_0.1 Replicate 1	Raw Counts Cond_0.1 Replicate 2	Raw Counts Cond_0.1 Replicate 3	Normalized Counts Cond_0.1 Replicate 1	Normalized Counts Cond_0.1 Replicate 2	Normalized Counts Cond_0.1 Replicate 3	RPKM Cond_0.1	Expression Cond_0.1	Raw Counts Cond_6 Replicate 1	Raw Counts Cond_6 Replicate 2	Normalized Counts Cond_6 Replicate 1	Normalized Counts Cond_6 Replicate 2	RPKM Cond_6	Expression Cond_6	pValue Cond_0.1 vs Cond_6	qValue Cond_0.1 vs Cond_6
	218551	218390	218390	-	mymT	Rv0186A	-	6	1	8	76134	26853	82393	13	381	2	1	50000	26853	5	237	0.5950043973233622	1.0
	218705	219367		+		Rv0187	-	11	0	9	141609	0	91542	4	117	2	0	53319	0	1	40	0.6781358947978863	1.0
	219486	219917		+		Rv0188	-	9	0	4	116574	14168	40478	4	132	3	0	71058	14168	2	98	0.5643574965717378	1.0
219882			219785	-	-	predicted RNA	antisense: Rv0188	39	33	30	468088	887149	281702	142	5567	69	33	1282053	887149	246	11067	0.5904752422868762	1.0
	221723	219996		-	ilvD	Rv0189c	-	42	23	33	500068	627018	315212	7	278	43	23	793983	627018	9	411	0.5618844235982035	1.0
221978			221845	-	-	predicted RNA	antisense: Rv0190	154	14	155	1824277	390609	1449680	335	9115	40	14	753215	390609	97	4268	0.5946634577710803	1.0
	221871	222161		+		Rv0190	-	1	0	1	16368	11037	12287	1	45	0	0	0	11037	0	18	0.6529374715372349	1.0
	222289	223530		+		Rv0191	-	1	0	1	12723	0	14787	0	7	0	0	0	0	0	0	0.0	1.0
	223564	224664		+		Rv0192	-	5	0	2	62998	0	22340	0	25	0	0	14730	0	0	6	0.8855623062530846	1.0
	226571	224724		-		Rv0193c	-	18	6	23	214030	164909	217659	3	107	6	6	113174	164909	1	75	0.5536979953670197	1.0
	226878	230462		+		Rv0194	-	8	11	14	97936	309884	134627	1	50	6	11	119813	309884	1	59	0.5004060381823084	1.0
	230899	231534		+		Rv0195	-	1	1	4	15543	40197	37606	1	48	1	1	20850	40197	0	47	0.48259823764634413	1.0
	231647	232231		+		Rv0196	-	0	1	0	1100	30642	0	0	18	0	1	0	30642	0	26	0.5650715603760567	1.0
	232231	234519		+		Rv0197	-	4	0	4	58734	16309	45851	0	17	5	0	100829	16309	0	25	0.5501363828318235	1.0
	236507	234516		-	zmp1	Rv0198c	-	9	2	15	115818	53212	145265	1	52	3	2	67842	53212	0	30	0.6031659641051935	1.0
	236550	237209		+		Rv0199	-	2	3	16	33012	85996	156755	4	139	3	3	71576	85996	2	119	0.4548614788960836	1.0
	237206	237895		+		Rv0200	-	9	5	20	117262	149752	186914	7	219	5	5	108817	149752	3	187	0.533906238462739	1.0
	238395	237892		-		Rv0201c	-	4	0	5	52888	0	49042	2	67	1	0	29979	0	0	29	0.6599320363304063	1.0
	241292	238392		-	mmpL11	Rv0202c	-	3	5	5	38170	137067	46808	0	25	6	5	111825	137067	0	42	0.551012954833822	1.0
	241514	241924		+		Rv0203	-	0	0	1	0	0	11595	0	9	1	0	31950	0	1	38	0.8885016463920049	1.0
	243214	241976		-		Rv0204c	-	8	1	16	103645	26523	152553	2	76	3	1	69917	26523	0	38	0.6243857041272473	1.0
	243384	244487		+		Rv0205	-	30	4	32	360041	108566	303457	8	233	4	4	92219	108566	1	90	0.8609687370736324	1.0
	247318	244484		-	mmpL3	Rv0206c	-	14	7	19	167056	199341	185904	2	64	5	7	103630	199341	1	53	0.5346420830015339	1.0
248112	248112	247384		-		Rv0207c	-	40	10	76	474415	285502	715212	24	674	27	10	510788	285502	12	546	0.5073121801075037	1.0
	248906	248115		-		Rv0208c	-	3	0	3	46011	18616	30106	1	39	0	0	0	18616	0	11	0.7040748894883916	1.0
	249038	250123		+		Rv0209	-	0	1	1	0	51070	12446	0	19	1	1	25000	51070	0	35	0.5894758254382502	1.0
	250120	251598		+		Rv0210	-	3	1	0	35832	50082	0	0	19	0	1	0	50082	0	16	0.46044460345831967	1.0
	251782	253602		+	pckA	Rv0211	-	1	0	1	15543	0	14893	0	5	3	0	72614	0	0	19	0.9669471166946351	1.0
	254640	253669		-	nadR	Rv0212c	-	23	9	37	274828	238550	349521	9	295	18	9	346784	238550	6	301	0.5009787260577042	1.0
	255950	254637		-		Rv0213c	-	24	1	25	286038	47940	236861	5	144	10	1	202178	47940	2	95	0.564014063027611	1.0
	256064	257677		+	fadD4	Rv0214	-	1	1	12	20839	48929	112287	1	37	5	1	93049	48929	1	43	0.5121859097562086	1.0
	258913	259926		+		Rv0216	-	2	0	1	24209	10543	14255	0	16	1	0	35684	10543	0	22	0.5545325049247081	1.0
	260831	259923		-	lipW	Rv0217c	-	3	1	4	39683	43327	38936	1	44	1	1	33713	43327	0	42	0.47784713453958905	1.0
	260924	262252		+		Rv0218	-	4	5	9	59078	146293	87872	2	73	7	5	136825	146293	2	106	0.5255711923046926	1.0
	262254	262802		+		Rv0219	-	0	0	3	0	0	31063	0	18	0	0	0	0	0	0	0.0	1.0
	262812	264023		+	lipC	Rv0220	-	0	0	1	0	0	10106	0	2	2	0	45435	0	0	18	0.01396675726300921	1.0
	264067	265476		+		Rv0221	-	6	0	3	74621	0	28617	0	24	0	0	12655	0	0	4	0.05209054211517248	1.0
	265507	266295		+	echA1	Rv0222	-	3	3	11	40233	100494	110106	3	105	11	3	221369	100494	4	203	0.7537933849513112	1.0
	267764	266301		-		Rv0223c	-	11	0	21	140027	18780	200265	3	81	5	0	93360	18780	0	38	0.6249170823293816	1.0
	268627	267863		-		Rv0224c	-	4	2	11	48074	57331	103723	3	91	4	2	79564	57331	1	89	0.4788282647152962	1.0
	268663	269817		+		Rv0225	-	5	2	12	70013	73146	113244	2	73	2	2	45331	73146	1	51	0.5787735405702962	1.0
	271564	269834		-		Rv0226c	-	8	1	3	95116	32289	29787	0	30	4	1	77074	32289	0	31	0.49563817401645177	1.0
	272839	271574		-		Rv0227c	-	3	3	0	47180	93245	8936	0	39	1	3	27489	93245	0	47	0.5213833214745934	1.0
273055	273055	274278		+		Rv0228	-	34	4	65	405295	124876	613670	11	311	13	4	242531	124876	3	150	0.6438802910699227	1.0
	274986	274306		-		Rv0229c	-	3	2	3	36726	65403	31063	1	65	3	2	63796	65403	2	94	0.5503317254818785	1.0
	275963	274983		-	php	Rv0230c	-	3	1	4	42984	33772	37393	1	38	2	1	42946	33772	0	39	0.48814917664050556	1.0
	276058	277764		+	fadE4	Rv0231	-	0	0	2	9972	0	26648	0	7	5	0	98340	0	0	28	0.4116481067443568	1.0
	277899	278588		+		Rv0232	-	1	0	2	15268	10049	24361	0	23	0	0	0	10049	0	7	0.6930176332082646	1.0
	278585	279529		+	nrdB	Rv0233	-	3	2	5	45460	55189	49308	1	52	2	2	42219	55189	1	51	0.48335065389405785	1.0
	281140	279605		-	gabD1	Rv0234c	-	22	1	36	270976	48105	338351	5	142	5	1	104045	48105	1	49	0.7208327417887693	1.0
	282614	281166		-		Rv0235c	-	15	6	25	185694	182042	238085	4	139	10	6	189730	182042	2	128	0.47218664337797356	1.0
	286851	282649		-	aftD	Rv0236c	-	67	22	52	794085	583855	490638	4	148	16	22	307572	583855	2	106	0.5288158573987914	1.0
	287071	286898		-		Rv0236A	-	3	0	0	40440	18286	3617	3	119	0	0	5394	18286	1	68	0.6196649181809741	1.0
	287186	288352		+	lpqI	Rv0237	-	3	1	3	45185	49752	34893	1	37	0	1	933	49752	0	21	0.6096089954676702	1.0
	288428	289042		+		Rv0238	-	3	0	4	41540	3459	41648	1	46	0	0	14834	3459	0	14	0.6979170607254633	1.0
	289104	289337		+	vapB24	Rv0239	-	0	1	0	5295	36243	8138	1	70	0	1	0	36243	1	77	0.5065280917240793	1.0
	289345	289782		+	vapC24	Rv0240	-	15	2	22	179848	62932	211755	12	345	8	2	156431	62932	5	250	0.5566322271261995	1.0
	290654	289812		-	htdX	Rv0241c	-	7	4	9	86244	118945	87819	3	115	4	4	87551	118945	2	122	0.486628504741927	1.0
	292029	290665		-	fabG4	Rv0242c	-	1	4	3	14030	124876	33882	0	42	0	4	15975	124876	0	51	0.5201515749219332	1.0
	292171	293493		+	fadA2	Rv0243	-	0	2	2	11416	53542	19893	0	21	2	2	45643	53542	0	37	0.5807683368690397	1.0
292317			292207	-	-	predicted RNA	antisense: fadA2	50	10	100	600068	273311	936436	201	5434	31	10	575726	273311	88	3824	0.52688665793157	1.0
293028			292938	-	-	predicted RNA	antisense: fadA2	33	6	72	401581	181054	678563	173	4619	23	6	432468	181054	78	3371	0.5303533524117634	1.0
293604			293705	+	F6	RVnc0008	-	1	0	3	13548	11202	36648	7	200	0	0	0	11202	0	54	0.8826952776222106	1.0
	295633	293798		-	fadE5	Rv0244c	-	8	1	21	105983	48270	195744	2	63	11	1	204564	48270	1	68	0.4955648982689314	1.0
	296005	296493		+		Rv0245	-	0	0	3	10935	0	29255	1	27	0	0	13070	0	0	13	0.6347767362618508	1.0
296809	296809	298119		+		Rv0246	-	53	9	74	638308	254200	695478	14	403	27	9	516078	254200	6	293	0.5204482946041211	1.0
	298862	298116		-		Rv0247c	-	0	0	3	6258	0	35372	0	18	0	0	6224	0	0	4	0.10460489895460555	1.0
	300803	298863		-		Rv0248c	-	19	5	36	231705	131136	337340	4	120	14	5	261307	131136	2	101	0.5333599149476113	1.0
	301655	300834		-		Rv0249c	-	1	0	1	15130	21087	16117	0	21	0	0	0	21087	0	12	0.6077557400393871	1.0
	302028	301735		-		Rv0250c	-	0	1	0	10110	44810	5053	1	67	1	1	31016	44810	2	128	0.598573267531937	1.0
301873			301942	+	-	predicted RNA	antisense: Rv0250c	56	12	55	666574	332784	519840	245	7234	30	12	562551	332784	144	6395	0.5044887625686418	1.0
	302652	302173		-	hsp	Rv0251c	-	0	4	3	756	113344	27978	2	98	2	4	50622	113344	3	170	0.5749624764705895	1.0
302419			302494	+	-	predicted RNA	antisense: hsp	34	24	7	404126	632948	72127	116	4864	54	24	1010165	632948	242	10809	0.6309691372694318	1.0
	302866	305427		+	nirB	Rv0252	-	1	5	9	20495	131630	84414	0	30	8	5	153838	131630	1	55	0.5865303127261692	1.0
	305453	305809		+	nirD	Rv0253	-	1	1	4	13755	52224	45000	3	103	1	1	18775	52224	1	99	0.47954985228138874	1.0
	306349	305825		-	cobU	Rv0254c	-	1	0	3	12379	26029	35159	1	46	3	0	64834	26029	2	86	0.5905518308848052	1.0
	307858	306374		-	cobQ1	Rv0255c	-	2	6	1	26960	163591	14734	0	46	0	6	6016	163591	0	57	0.5173253192329383	1.0
	309547	307877		-	PPE2	Rv0256c	-	38	17	65	453782	467874	612606	10	306	29	17	536825	467874	6	300	0.49453030092702654	1.0
	309699	310073		+		Rv0257	-	15	12	28	188376	324382	266223	20	692	13	12	245954	324382	15	760	0.5061990511492037	1.0
	310749	310294		-		Rv0258c	-	8	2	4	105158	53871	45478	4	149	4	2	81224	53871	3	148	0.4809849418314076	1.0
	311517	310774		-		Rv0259c	-	0	1	1	9009	28171	15425	0	23	1	1	35788	28171	0	42	0.5956434680505686	1.0
	312659	311514		-		Rv0260c	-	1	2	2	22696	56836	22712	0	29	0	2	0	56836	0	24	0.4515584315329776	1.0
	314168	312759		-	narK3	Rv0261c	-	3	0	0	41403	10214	0	0	12	0	0	0	10214	0	3	0.7110114772933646	1.0
	314854	314309		-	aac	Rv0262c	-	0	2	0	0	59967	7393	0	41	0	2	0	59967	0	54	0.5408015792408765	1.0
	315766	314864		-		Rv0263c	-	2	0	0	24552	14991	8191	0	17	0	0	12448	14991	0	15	0.4595230886774363	1.0
	316415	315783		-		Rv0264c	-	0	1	1	8253	36079	15000	0	31	1	1	18568	36079	0	43	0.5485734946317447	1.0
	317503	316511		-		Rv0265c	-	0	2	0	10935	75288	3670	0	30	0	2	0	75288	0	37	0.5277013487376896	1.0
	321154	317525		-	oplA	Rv0266c	-	7	2	4	84319	70181	39308	0	17	2	2	47821	70181	0	16	0.4698674802190795	1.0
321331	321331	322722		+	narU	Rv0267	-	105	18	112	1248143	475288	1044148	23	662	43	18	794502	475288	10	456	0.5404659651669395	1.0
	323273	322764		-		Rv0268c	-	13	2	15	164374	57331	146010	8	240	7	2	142842	57331	4	196	0.5428901933602353	1.0
	324531	323338		-		Rv0269c	-	6	3	5	79092	86161	50797	1	60	2	3	49273	86161	1	56	0.4706826604906573	1.0
	324567	326249		+	fadD2	Rv0270	-	8	6	11	100962	180230	104680	2	76	13	6	243049	180230	2	125	0.5393367543925535	1.0
328461	328461	326266		-	fadE6	Rv0271c	-	114	18	162	1355639	486490	1515372	18	509	77	18	1423651	486490	10	434	0.514784030123299	1.0
	329708	328575		-		Rv0272c	-	13	1	17	160591	41845	162819	3	107	9	1	182261	41845	2	98	0.47530210942975976	1.0
	330325	329705		-		Rv0273c	-	0	0	2	10866	0	22712	0	18	1	0	18879	0	0	15	0.5407041194325702	1.0
	330422	331003		+		Rv0274	-	19	4	16	236244	111696	155744	9	288	23	4	440975	111696	11	474	0.5639148712655356	1.0
	331658	330933		-		Rv0275c	-	7	1	9	86176	30971	84255	3	92	13	1	246265	30971	4	190	0.7016130825860799	1.0
	331748	332668		+		Rv0276	-	4	3	4	53094	93574	38457	1	67	1	3	22095	93574	1	62	0.47561814634237337	1.0
333136	333136	332708		-	vapC25	Rv0277c	-	17	4	32	209766	107907	306489	17	484	18	4	332987	107907	12	513	0.4884509323816616	1.0
	336310	333437		-		Rv0278c	-	2	1	2	31224	29489	27659	0	10	2	1	48651	29489	0	13	0.5371985756400912	1.0
	339073	336560		-	PE_PGRS4	Rv0279c	-	0	0	3	9147	0	28351	0	4	0	0	11514	0	0	2	0.6404316906998199	1.0
	339364	340974		+	PPE3	Rv0280	-	4	5	2	51513	136738	22925	0	43	6	5	124688	136738	1	81	0.5763520562794451	1.0
340106			339658	-	-	predicted RNA	antisense: PPE3	67	297	116	804126	7782866	1083882	141	7179	333	297	6157468	7782866	322	15523	0.6466259816696445	1.0
341197			340715	-	-	predicted RNA	antisense: PPE3 Rv0281	93	585	132	1107427	15347775	1235531	219	12208	597	585	11035995	15347775	561	27312	0.682411716117145	1.0
	340998	341906		+		Rv0281	-	17	6	30	208115	168369	285904	8	242	15	6	284232	168369	5	248	0.4867900450231625	1.0
342594			341996	-	-	predicted RNA	antisense: eccA3	361	783	420	4272489	20520757	3916595	347	15976	928	783	17138174	20520757	657	31434	0.3342678407061749	1.0
	342130	344025		+	eccA3	Rv0282	-	0	3	2	8459	89456	22074	0	21	0	3	17427	89456	0	28	0.5365652222364945	1.0
342921			342679	-	-	predicted RNA	antisense: eccA3	81	124	104	964442	3250576	970319	171	7112	213	124	3948962	3250576	323	14813	0.6146953900233216	1.0
344201			343168	-	-	predicted RNA	antisense: eccA3 eccB3	326	520	502	3860385	13634431	4675691	175	7147	973	520	17974481	13634431	336	15284	0.6785924957840432	1.0
	344022	345638		+	eccB3	Rv0283	-	8	4	4	98762	109060	37819	1	50	0	4	13174	109060	0	37	0.5668406893621031	1.0
	345635	349627		+	eccC3	Rv0284	-	25	10	27	299793	266227	252340	2	68	13	10	249688	266227	1	64	0.5124679798530589	1.0
345983			345752	-	-	predicted RNA	antisense: eccC3	91	154	107	1082255	4048764	998031	203	8806	167	154	3101763	4048764	319	15410	0.6024113538561742	1.0
346180			346088	-	-	predicted RNA	antisense: eccC3	35	44	49	422214	1172817	463776	189	7379	57	44	1054356	1172817	252	11974	0.5779928240655128	1.0
349612			349440	-	-	predicted RNA	antisense: eccC3	53	94	79	631705	2474299	743138	176	7416	123	94	2286618	2474299	291	13759	0.6014841120391284	1.0
	349624	349932		+	PE5	Rv0285	-	0	0	0	3370	0	6968	0	11	0	0	0	0	0	0	0.0	1.0
	349935	351476		+	PPE4	Rv0286	-	6	4	7	82324	120922	71648	1	59	5	4	97925	120922	1	70	0.5036687091640175	1.0
350095			349976	-	-	predicted RNA	antisense: PPE4	28	70	52	335763	1845140	485212	168	7405	83	70	1544709	1845140	295	14124	0.6138794946016513	1.0
350676			350560	-	-	predicted RNA	antisense: PPE4	34	45	45	408459	1181713	426968	144	5746	87	45	1609854	1181713	263	11929	0.6069594058205977	1.0
352366			351295	-	-	predicted RNA	antisense: esxH esxG PPE4 espG3	403	1189	545	4776891	31169028	5078457	264	12756	1689	1189	31196369	31169028	621	29088	0.6757426580883419	1.0
	351525	351818		+	esxG	Rv0287	-	0	0	0	5570	0	7340	0	14	0	0	0	0	0	0	0.0	1.0
	351848	352138		+	esxH	Rv0288	-	0	0	0	6327	0	4734	0	12	1	0	31742	0	1	54	0.720513781858804	1.0
	352149	353036		+	espG3	Rv0289	-	0	0	1	3026	0	16702	0	7	0	0	14730	0	0	8	0.5227197386006066	1.0
352548			352428	-	-	predicted RNA	antisense: espG3	28	43	39	338651	1132948	365106	123	5059	81	43	1497510	1132948	239	10869	0.6034952823865042	1.0
353227			352820	-	-	predicted RNA	antisense: eccD3 espG3	153	207	202	1821526	5447940	1885531	186	7479	395	207	7300518	5447940	344	15623	0.635243455698206	1.0
	353083	354501		+	eccD3	Rv0290	-	0	0	1	7840	21087	16808	0	10	1	0	35062	21087	0	19	0.5993865698603985	1.0
353569			353369	-	-	predicted RNA	antisense: eccD3	59	105	69	706327	2770016	649574	156	6842	139	105	2577385	2770016	281	13301	0.6076373924303182	1.0
	354498	355883		+	mycP3	Rv0291	-	4	4	3	54264	124217	29308	1	49	6	4	114211	124217	1	86	0.5573078850576204	1.0
355122			355099	-	-	predicted RNA	antisense: mycP3	7	9	9	91815	243986	90106	150	5915	16	9	295539	243986	245	11240	0.8064873082722189	1.0
	355880	356875		+	eccE3	Rv0292	-	15	5	25	187757	148929	241702	6	193	14	5	272510	148929	4	211	0.4909359908105951	1.0
	358064	356862		-		Rv0293c	-	19	23	40	235144	612850	379468	9	340	38	23	717427	612850	12	552	0.5719329842006482	1.0
	358171	358956		+	tam	Rv0294	-	7	0	13	92847	10214	127978	3	97	4	0	83506	10214	1	59	0.6004295880858405	1.0
	359748	358945		-		Rv0295c	-	0	3	4	6602	101317	42127	1	62	1	3	33817	101317	1	84	0.5384782262292046	1.0
	361155	359758		-		Rv0296c	-	1	0	1	22627	0	18031	0	9	0	0	15145	0	0	5	0.616060631064419	1.0
	361334	363109		+	PE_PGRS5	Rv0297	-	3	1	0	37689	41350	372	0	14	1	1	32780	41350	0	20	0.5475828924132374	1.0
	363252	363479		+		Rv0298	-	0	0	1	10385	0	14787	1	36	0	0	0	0	0	0	0.0	0.0
	363476	363778		+		Rv0299	-	1	0	0	13411	0	0	0	14	0	0	0	0	0	0	0.0	1.0
	363826	364047		+	vapB2	Rv0300	-	0	0	2	0	0	20000	1	30	0	0	0	0	0	0	0.0	0.0
	364044	364469		+	vapC2	Rv0301	-	1	0	2	21801	0	24361	1	36	0	0	0	0	0	0	0.0	0.0
	364605	365237		+		Rv0302	-	1	0	4	20563	0	43936	1	33	0	0	0	0	0	0	0.0	0.0
	365234	366142		+		Rv0303	-	4	2	0	58734	56672	6276	1	44	2	2	41597	56672	1	54	0.5205271861362951	1.0
	372764	366150		-	PPE5	Rv0304c	-	19	7	20	226616	206754	194521	0	31	13	7	255394	206754	0	34	0.49322886388030107	1.0
	375711	372820		-	PPE6	Rv0305c	-	11	7	4	140233	201317	42287	1	44	7	7	146680	201317	1	60	0.5221967420545884	1.0
	375914	376585		+		Rv0306	-	5	3	4	64511	90280	43351	2	98	2	3	53630	90280	2	107	0.49722097959526457	1.0
	377055	376573		-		Rv0307c	-	0	0	0	0	0	0	0	0	0	0	18360	0	0	19	1.0	1.0
	377113	377829		+		Rv0308	-	0	0	0	0	0	5000	0	2	1	0	33609	0	0	23	2.8699189800434288E-5	0.0014329336648593307
	377931	378587		+		Rv0309	-	0	0	3	10041	0	32500	0	21	0	0	0	0	0	0	0.0	1.0
	379148	378657		-		Rv0310c	-	10	3	11	126547	85502	106808	7	216	4	3	87344	85502	3	175	0.5504822783130016	1.0
	379172	380401		+		Rv0311	-	0	0	0	0	14991	0	0	4	3	0	66078	14991	0	32	0.0016481062671609397	0.0744102446577769
	380556	382418		+		Rv0312	-	5	2	13	69050	57495	129680	1	45	7	2	133506	57495	1	51	0.4957822299881005	1.0
	382490	382876		+		Rv0313	-	14	2	23	169394	75288	216808	14	397	6	2	128941	75288	5	263	0.5690488690399925	1.0
	383541	382879		-		Rv0314c	-	44	9	53	524621	240691	502127	22	637	12	9	223340	240691	7	349	0.5655499722971106	1.0
	383602	384486		+		Rv0315	-	0	0	0	0	0	6223	0	2	0	0	0	0	0	0	0.0	1.0
	384535	385149		+		Rv0316	-	15	2	18	183837	60790	170319	8	224	7	2	130497	60790	3	155	0.5651289391122507	1.0
	385943	385173		-	glpQ2	Rv0317c	-	8	0	6	95323	0	63457	2	68	2	0	50933	0	0	33	0.6396314366420036	1.0
386274			386204	-	glyU	Rvnt04	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0
	387099	386305		-		Rv0318c	-	4	0	6	52338	0	62074	1	47	1	0	21784	0	0	13	0.7086941730284821	1.0
	387148	387816		+	pcp	Rv0319	-	2	0	1	35006	0	16968	0	25	0	0	0	0	0	0	0.0	1.0
	387888	388550		+		Rv0320	-	1	0	0	18500	0	8617	0	13	1	0	28630	0	0	21	0.5838886521279965	1.0
	388582	389154		+	dcd	Rv0321	-	1	0	1	19119	0	14521	0	19	1	0	24688	0	0	21	0.5109627175883161	1.0
	389260	390591		+	udgA	Rv0322	-	0	0	4	9559	23393	45585	0	19	0	0	9336	23393	0	12	0.6021784383416259	1.0
	391251	390580		-		Rv0323c	-	3	1	3	37964	32619	35638	1	52	5	1	98443	32619	2	97	0.5832541563754319	1.0
	391352	392032		+		Rv0324	-	1	1	0	15061	48434	2287	0	32	3	1	56327	48434	1	76	0.6218435858132354	1.0
	392039	392263		+		Rv0325	-	0	0	0	0	0	0	0	0	0	0	4045	0	0	8	0.0	1.0
	392273	392728		+		Rv0326	-	0	1	0	11760	33443	7553	0	38	0	1	0	33443	0	36	0.4786370255359805	1.0
	394045	392696		-	cyp135A1	Rv0327c	-	6	1	15	71595	30807	145425	2	61	3	1	72925	30807	0	38	0.594563556761879	1.0
	394111	394713		+		Rv0328	-	0	0	2	9559	0	25425	0	19	1	0	19398	0	0	16	0.5443260762822363	1.0
	395320	394694		-		Rv0329c	-	8	1	16	99105	40197	157446	5	157	3	1	62655	40197	1	82	0.6207550187739361	1.0
	396087	395347		-		Rv0330c	-	0	1	4	7771	29983	43882	1	36	0	1	0	29983	0	20	0.6248801716544405	1.0
	396201	397367		+		Rv0331	-	0	3	4	0	88962	45797	0	38	1	3	28838	88962	0	50	0.5344249920550396	1.0
	397442	398227		+		Rv0332	-	0	2	0	0	58813	7553	0	28	0	2	16804	58813	0	48	0.5815374411943736	1.0
	398254	398628		+		Rv0333	-	0	2	0	0	61779	0	0	54	2	2	38900	61779	2	134	0.6263931961887107	1.0
	398658	399524		+	rmlA	Rv0334	-	0	0	1	7977	4942	10000	0	8	0	0	17946	4942	0	13	0.5759735754386011	1.0
	400050	399535		-	PE6	Rv0335c	-	7	5	4	91953	154200	39574	4	184	2	5	53319	154200	3	201	0.4907179256546678	1.0
400192	400192	401703		+		Rv0336	-	86	20	55	1021526	533607	513031	14	455	33	20	612344	533607	8	378	0.5156918137432852	1.0
	403162	401873		-	aspC	Rv0337c	-	4	2	7	55295	75947	71755	1	52	4	2	88070	75947	1	63	0.5144804999076905	1.0
	405841	403193		-		Rv0338c	-	3	2	11	46767	73311	110319	0	28	2	2	43360	73311	0	22	0.5636431005720134	1.0
	408448	405950		-		Rv0339c	-	9	5	4	109628	145799	38085	1	39	2	5	48340	145799	0	38	0.4770481993616563	1.0
	408634	409173		+		Rv0340	-	0	0	0	8321	0	0	0	5	0	0	0	0	0	0	0.0	1.0
	409362	410801		+	iniB	Rv0341	-	6	3	7	76066	84678	71010	1	53	2	3	41701	84678	0	43	0.4479079598066473	1.0
	410838	412760		+	iniA	Rv0342	-	11	3	21	133631	97528	197180	2	74	2	3	48755	97528	0	38	0.6090303014350479	1.0
	412757	414238		+	iniC	Rv0343	-	11	6	17	135419	172981	165425	3	106	12	6	231535	172981	3	136	0.5089068597349206	1.0
	414941	414381		-	lpqJ	Rv0344c	-	4	2	10	58459	70181	93829	4	132	4	2	82572	70181	2	136	0.4862257615145656	1.0
	415050	415460		+		Rv0345	-	7	1	17	88720	49752	161595	9	243	6	1	125622	49752	5	213	0.4589478498913023	1.0
	416965	415502		-	ansP2	Rv0346c	-	10	0	13	120495	25205	127712	2	62	3	0	68983	25205	0	32	0.6234071225987756	1.0
	417304	418290		+		Rv0347	-	13	3	11	162998	97034	107553	4	124	3	3	70643	97034	1	84	0.5695865451276856	1.0
	418293	418946		+		Rv0348	-	15	5	21	179023	143986	198297	8	265	15	5	285580	143986	7	328	0.5051047458353874	1.0
	418949	419608		+		Rv0349	-	0	0	2	8665	24052	27393	0	30	2	0	39107	24052	1	47	0.5708139261382573	1.0
	419835	421712		+	dnaK	Rv0350	-	6	1	11	75447	41021	108085	1	39	6	1	112655	41021	0	40	0.48530677926407756	1.0
420005			419865	-	-	predicted RNA	antisense: dnaK	108	37	102	1289133	974299	957765	242	7615	77	37	1438589	974299	190	8556	0.5259487830514384	1.0
420657			420281	-	-	predicted RNA	antisense: dnaK	396	118	235	4692640	3100000	2189840	272	8826	233	118	4305290	3100000	217	9821	0.5203876139857085	1.0
421789			420725	-	-	predicted RNA	antisense: grpE dnaK	1519	432	780	17969532	11320757	7264148	350	11441	768	432	14185165	11320757	262	11974	0.4700325033953509	1.0
	421709	422416		+	grpE	Rv0351	-	3	0	2	39339	8566	18882	1	31	0	0	0	8566	0	6	0.054657198862573135	1.0
422569			421946	-	-	predicted RNA	antisense: grpE dnaJ1	695	199	319	8232187	5234102	2969521	265	8779	287	199	5316908	5234102	180	8454	0.49236009883395554	1.0
	422452	423639		+	dnaJ1	Rv0352	-	1	1	0	17606	37067	1489	0	15	1	1	30290	37067	0	28	0.5927545805236922	1.0
423213			423102	-	-	predicted RNA	antisense: dnaJ1	83	21	38	991746	553047	355638	174	5656	36	21	680809	553047	120	5508	0.49525636085077157	1.0
	423639	424019		+	hspR	Rv0353	-	0	0	0	0	0	1010	0	0	0	0	0	0	0	0	0.6640706692953053	1.0
424694	424694	424269		-	PPE7	Rv0354c	-	56	11	54	672283	300164	507819	39	1158	29	11	539419	300164	22	985	0.5044660863188454	1.0
	434679	424777		-	PPE8	Rv0355c	-	29	7	42	354264	196540	399574	1	31	25	7	467323	196540	0	33	0.510117009224749	1.0
	435474	434830		-		Rv0356c	-	9	1	10	117606	50906	96223	4	136	2	1	48443	50906	1	77	0.6116143503652738	1.0
	436769	435471		-	purA	Rv0357c	-	4	1	9	56464	52059	87446	1	50	5	1	97821	52059	1	57	0.5067599922740182	1.0
	436860	437507		+		Rv0358	-	0	1	1	0	31630	11382	0	22	0	1	14834	31630	0	35	0.5800494190548886	1.0
	437518	438297		+		Rv0359	-	4	3	5	50137	81054	49946	2	77	5	3	95643	81054	2	113	0.5467540201818086	1.0
	438739	438302		-		Rv0360c	-	2	0	4	32187	0	38563	2	53	0	0	0	0	0	0	0.0	0.0
	438822	439649		+		Rv0361	-	0	1	5	9009	37397	54840	1	40	1	1	31120	37397	0	41	0.4888802428283342	1.0
	439871	441253		+	mgtE	Rv0362	-	17	9	27	207565	258319	252500	5	173	20	9	369605	258319	5	227	0.5219362871682085	1.0
	442299	441265		-	fba	Rv0363c	-	4	0	6	57634	0	63670	1	39	3	0	65871	0	0	31	0.5502237710919714	1.0
