Transcription Start	Translation Start	Translation Stop	Transcription Stop	Strand	Name	Synonym	Product	Raw Counts Cond_50 Replicate 1	Raw Counts Cond_50 Replicate 2	Raw Counts Cond_50 Replicate 3	Normalized Counts Cond_50 Replicate 1	Normalized Counts Cond_50 Replicate 2	Normalized Counts Cond_50 Replicate 3	RPKM Cond_50	Expression Cond_50	Raw Counts Cond_6 Replicate 1	Raw Counts Cond_6 Replicate 2	Normalized Counts Cond_6 Replicate 1	Normalized Counts Cond_6 Replicate 2	RPKM Cond_6	Expression Cond_6	pValue Cond_50 vs Cond_6	qValue Cond_50 vs Cond_6
	207452	208420		+		Rv0176	-	0	2	1	7258	22951	15878	0	15	1	0	26556	0	0	13	0.4306771229204113	1.0
	208417	208971		+		Rv0177	-	2	1	1	28411	11728	12250	1	31	0	0	0	3953	0	3	1.1977515724539225E-5	1.912905431043199E-4
209023			208627	-	-	predicted RNA	antisense: Rv0178 Rv0177	232	303	267	2579714	2997306	2532544	294	6809	113	50	2098755	1321252	96	4307	0.3499214814584893	1.0
	208938	209672		+		Rv0178	-	9	5	18	108250	50336	170820	6	149	6	1	114107	48270	2	110	0.9684154020054138	1.0
	210812	209703		-	lprO	Rv0179c	-	23	22	27	260856	224747	261987	9	224	5	1	104771	43492	1	66	0.16944338069207587	0.8304026886917256
	212250	210892		-		Rv0180c	-	9	21	21	103970	207463	200683	5	125	4	2	89626	55354	1	53	0.8848399914266838	1.0
	213011	212277		-		Rv0181c	-	0	0	0	3287	4882	7413	0	7	1	0	20020	16639	0	24	0.6767250927329853	1.0
	214140	213028		-	sigG	Rv0182c	-	0	2	1	1799	23905	13722	0	11	1	3	19502	91268	0	49	0.02315400155382757	0.19712434007694446
	214088	214927		+		Rv0183	-	3	5	9	41004	52076	87276	3	71	5	0	103008	0	1	61	0.5452887037313616	1.0
	214969	215718		+		Rv0184	-	8	5	2	99813	50336	20977	3	76	1	0	21265	25700	0	31	0.2888458439423479	1.0
	215715	216224		+		Rv0185	-	5	11	6	66439	112121	57939	6	154	3	1	61514	44975	2	104	0.5165332737209005	1.0
216269	216269	218344		+	bglS	Rv0186	-	919	1240	1089	10212655	12252974	10309621	227	5262	298	62	5509751	1634266	41	1720	0.7187408620818236	1.0
218345			218595	+	-	predicted RNA	antisense: mymT	664	962	733	7381451	9504657	6944532	1368	31647	320	62	5923340	1629654	362	15045	0.6697590433003429	1.0
	218551	218390		-	mymT	Rv0186A	-	4	6	5	48449	67171	48422	14	337	2	1	50000	26853	5	237	0.34569757472557244	1.0
	218705	219367		+		Rv0187	-	12	2	6	140818	27777	65983	4	117	2	0	53319	0	1	40	0.7331733928005809	1.0
	219486	219917		+		Rv0188	-	10	14	13	120161	139393	127287	12	298	3	0	71058	14168	2	98	0.20908937450817816	0.945222213685731
219882			219785	-	-	predicted RNA	antisense: Rv0188	20	31	32	225186	308641	309674	125	2869	69	33	1282053	887149	246	11067	2.6795336855440567E-7	4.968491274551183E-6
	221723	219996		-	ilvD	Rv0189c	-	21	29	29	237965	291077	275394	6	155	43	23	793983	627018	9	411	8.406408886133416E-4	0.01104698056628223
222097			221845	-	-	predicted RNA	antisense: Rv0190	179	195	192	1995223	1933838	1817560	326	7571	57	21	1070643	563591	73	3229	0.5535549727178471	1.0
	221871	222161		+		Rv0190	-	1	0	1	14205	3703	14405	1	37	0	0	0	11037	0	18	0.6359766927653866	1.0
	222289	223530		+		Rv0191	-	2	0	1	28287	9259	13354	0	13	0	0	0	0	0	0	0.0	1.0
	223564	224664		+		Rv0192	-	3	3	5	34243	34567	55941	1	37	0	0	14730	0	0	6	0.04321645477384978	0.3271889378726066
	226571	224724		-		Rv0193c	-	20	21	26	222270	208024	247476	5	122	6	6	113174	164909	1	75	0.5004675213437676	1.0
	226878	230462		+		Rv0194	-	13	18	12	154590	185353	116246	1	42	6	11	119813	309884	1	59	0.15247362714400228	0.7695785379263599
	230899	231534		+		Rv0195	-	0	1	0	0	11616	0	0	6	1	1	20850	40197	0	47	5.429184906083345E-4	0.0073101886612371445
	231647	232231		+		Rv0196	-	0	0	0	0	0	9148	0	5	0	1	0	30642	0	26	0.07187775801037484	0.4652915222683436
	232231	234519		+		Rv0197	-	7	8	7	87034	79068	71345	1	34	5	0	100829	16309	0	25	0.6441941969801901	1.0
	236507	234516		-	zmp1	Rv0198c	-	11	5	16	127667	56734	151997	2	56	3	2	67842	53212	0	30	0.6865889963136076	1.0
	236550	237209		+		Rv0199	-	10	9	11	118672	92704	104731	6	159	3	3	71576	85996	2	119	0.9842462127604893	1.0
	237206	237895		+		Rv0200	-	8	13	9	96339	134511	87118	6	153	5	5	108817	149752	3	187	0.26976181301724156	1.0
	238395	237892		-		Rv0201c	-	0	2	2	9305	25645	27549	1	41	1	0	29979	0	0	29	0.39143365925282947	1.0
	241292	238392		-	mmpL11	Rv0202c	-	5	2	1	62220	25533	17297	0	12	6	5	111825	137067	0	42	0.008273713007527975	0.08361609265806563
	241514	241924		+		Rv0203	-	0	0	0	7940	0	7991	0	12	1	0	31950	0	1	38	0.8017762234878548	1.0
	243214	241976		-		Rv0204c	-	11	13	10	130955	129629	96845	4	96	3	1	69917	26523	0	38	0.6800875691541449	1.0
	243384	244487		+		Rv0205	-	22	20	25	246277	200561	239905	8	207	4	4	92219	108566	1	90	0.8636543701399909	1.0
	247318	244484		-	mmpL3	Rv0206c	-	18	17	8	209987	168125	84542	2	54	5	7	103630	199341	1	53	0.3361731865270822	1.0
246759			246873	+	-	predicted RNA	antisense: mmpL3	54	53	60	601240	525813	574868	213	4933	28	15	525207	401482	88	4029	0.5470097906347813	1.0
248112	248112	247384		-		Rv0207c	-	64	76	72	717307	756060	687013	42	987	27	10	510788	285502	12	546	0.5583821306647297	1.0
	248906	248115		-		Rv0208c	-	2	3	2	28163	34399	23554	1	36	0	0	0	18616	0	11	0.7165742995542048	1.0
	249038	250123		+		Rv0209	-	0	0	2	0	9483	23711	0	10	1	1	25000	51070	0	35	0.10373792655951791	0.5937096140374214
	250120	251598		+		Rv0210	-	0	0	0	0	8361	0	0	1	0	1	0	50082	0	16	1.9735435290874157E-4	1.0
	251782	253602		+	pckA	Rv0211	-	0	1	0	0	13019	5205	0	3	3	0	72614	0	0	19	0.00615880742251453	1.0
	254640	253669		-	nadR	Rv0212c	-	21	21	25	236476	216217	240063	10	237	18	9	346784	238550	6	301	0.16202133684755443	0.8047734052723021
	255950	254637		-		Rv0213c	-	19	26	42	220347	259820	398370	9	222	10	1	202178	47940	2	95	0.593188203914077	1.0
	256064	257677		+	fadD4	Rv0214	-	6	8	7	75124	85353	68717	2	47	5	1	93049	48929	1	43	0.9559093966796969	1.0
	258913	259926		+		Rv0216	-	3	0	3	42803	8417	29390	1	26	1	0	35684	10543	0	22	0.408734614854402	1.0
	260831	259923		-	lipW	Rv0217c	-	2	5	3	30521	55723	36750	1	45	1	1	33713	43327	0	42	0.4039043646187191	1.0
	260924	262252		+		Rv0218	-	5	10	17	66129	101683	161514	3	82	7	5	136825	146293	2	106	0.23613492748541515	1.0
	262254	262802		+		Rv0219	-	0	0	1	0	0	16771	0	10	0	0	0	0	0	0	0.0	1.0
	262812	264023		+	lipC	Rv0220	-	1	0	1	17431	0	10567	0	7	2	0	45435	0	0	18	0.7133726499005592	1.0
	264067	265476		+		Rv0221	-	4	2	0	46339	28226	6098	0	19	0	0	12655	0	0	4	0.4725374172007484	1.0
	265507	266295		+	echA1	Rv0222	-	7	5	12	82568	54769	118138	4	107	11	3	221369	100494	4	203	0.08545292520710085	0.5251994391942041
	267764	266301		-		Rv0223c	-	13	20	13	152791	198933	132386	4	110	5	0	93360	18780	0	38	0.40351966894284136	1.0
	268627	267863		-		Rv0224c	-	3	10	9	39205	106228	90273	4	102	4	2	79564	57331	1	89	0.87792776179043	1.0
	268663	269817		+		Rv0225	-	0	1	2	8870	19640	19137	0	13	2	2	45331	73146	1	51	0.03651635460709244	0.2863719852341156
	271564	269834		-		Rv0226c	-	4	3	1	44416	29966	14511	0	17	4	1	77074	32289	0	31	0.6627484228635168	1.0
	272839	271574		-		Rv0227c	-	0	0	0	7940	0	0	0	2	1	3	27489	93245	0	47	3.9898455640872174E-30	1.1486555387135307E-28
	273055	274278		+		Rv0228	-	28	38	24	312344	380864	230126	10	251	13	4	242531	124876	3	150	0.5391714781132615	1.0
	274986	274306		-		Rv0229c	-	3	0	3	34615	1795	36855	1	35	3	2	63796	65403	2	94	0.11491350678457966	0.6277921419342329
	275963	274983		-	php	Rv0230c	-	4	2	4	50868	21941	45951	1	40	2	1	42946	33772	0	39	0.41090887011357724	1.0
	276058	277764		+	fadE4	Rv0231	-	7	6	6	81823	60606	62828	1	40	5	0	98340	0	0	28	0.45004793721290914	1.0
	277899	278588		+		Rv0232	-	0	1	3	0	11560	31388	0	20	0	0	0	10049	0	7	0.6828346178064594	1.0
278036			277966	-	-	predicted RNA	antisense: Rv0232	30	36	39	334305	356677	371503	216	4988	17	8	320228	224711	85	3837	0.6061941341767793	1.0
	278585	279529		+	nrdB	Rv0233	-	1	4	2	19975	46464	22134	1	31	2	2	42219	55189	1	51	0.7906975742654191	1.0
	281140	279605		-	gabD1	Rv0234c	-	21	27	24	234677	268237	230546	6	159	5	1	104045	48105	1	49	0.2127350215859208	0.9528438633162635
	282614	281166		-		Rv0235c	-	26	18	30	294168	187429	286803	7	176	10	6	189730	182042	2	128	0.4330113849825534	1.0
	286851	282649		-	aftD	Rv0236c	-	67	61	57	751488	609371	543480	6	151	16	22	307572	583855	2	106	0.6156269998069984	1.0
	287071	286898		-		Rv0236A	-	1	0	0	15074	4264	0	1	37	0	0	5394	18286	1	68	0.5848424971006083	1.0
	287186	288352		+	lpqI	Rv0237	-	1	0	2	11166	0	21924	0	9	0	1	933	49752	0	21	0.7605093857935538	1.0
	288428	289042		+		Rv0238	-	3	6	4	38523	64534	39064	3	77	0	0	14834	3459	0	14	0.07728850057909872	0.4930240211867872
	289104	289337		+	vapB24	Rv0239	-	1	2	1	20409	28675	15930	3	92	0	1	0	36243	1	77	0.4136604285983699	1.0
	289345	289782		+	vapC24	Rv0240	-	10	18	21	116997	182267	203417	16	382	8	2	156431	62932	5	250	0.5796907051377981	1.0
	290654	289812		-	htdX	Rv0241c	-	5	6	7	64019	60662	67718	3	76	4	4	87551	118945	2	122	0.2070459805276577	0.9399359766805347
	292029	290665		-	fabG4	Rv0242c	-	0	1	0	0	19248	9200	0	6	0	4	15975	124876	0	51	4.5405819886948545E-5	6.899162077266904E-4
	292171	293493		+	fadA2	Rv0243	-	8	5	5	94602	51459	49526	2	49	2	2	45643	53542	0	37	0.47181807932684827	1.0
292317			292193	-	-	predicted RNA	antisense: fadA2	49	94	68	544665	932659	650000	246	5672	34	11	634128	303294	86	3749	0.6727694504249843	1.0
293029			292853	-	-	predicted RNA	antisense: fadA2	72	130	90	803473	1284960	857045	240	5547	42	11	792116	291598	72	3061	0.9440415786237896	1.0
293604			293705	+	F6	RVnc0008	-	1	2	2	11476	22390	19137	7	173	0	0	0	11202	0	54	0.6957391713753307	1.0
	295633	293798		-	fadE5	Rv0244c	-	12	21	12	134739	212626	116666	3	84	11	1	204564	48270	1	68	0.49117114901954056	1.0
	296005	296493		+		Rv0245	-	1	4	5	12655	47474	54942	3	78	0	0	13070	0	0	13	0.029597583057508998	0.24074167929304716
296809	296809	298119		+		Rv0246	-	45	75	59	502109	743097	563932	19	459	27	9	516078	254200	6	293	0.5152552519808221	1.0
	298862	298116		-		Rv0247c	-	2	3	2	22828	30415	19610	1	32	0	0	6224	0	0	4	6.474618523149535E-4	0.0085857365628189
	300803	298863		-		Rv0248c	-	30	31	43	343796	309315	408832	7	182	14	5	261307	131136	2	101	0.5818086539408152	1.0
	301655	300834		-		Rv0249c	-	0	0	0	0	0	2260	0	0	0	0	0	21087	0	12	1.1256863229093474E-12	1.0
	302028	301735		-		Rv0250c	-	0	0	1	0	0	10935	0	12	1	1	31016	44810	2	128	1.5494614401194315E-6	2.7562777487652975E-5
301764			302021	+	-	predicted RNA	antisense: Rv0250c	120	194	156	1338709	1920650	1480178	265	6123	95	36	1755705	944975	119	5233	0.45207310112869553	1.0
	302652	302173		-	hsp	Rv0251c	-	3	6	4	39019	61672	46372	4	102	2	4	50622	113344	3	170	0.2699038209860112	1.0
302380			302494	+	-	predicted RNA	antisense: hsp	10	74	74	120037	732884	705783	201	4517	79	36	1464834	963920	236	10559	0.008802122493119383	0.08875135490758161
	302866	305427		+	nirB	Rv0252	-	9	7	9	100372	75140	93112	1	34	8	5	153838	131630	1	55	0.1522082793967322	0.7691263633257507
	305453	305809		+	nirD	Rv0253	-	1	4	1	17307	48372	17402	3	77	1	1	18775	52224	1	99	0.4854829910619375	1.0
	306349	305825		-	cobU	Rv0254c	-	2	1	3	29156	10213	30599	1	44	3	0	64834	26029	2	86	0.8065525559513699	1.0
	307858	306374		-	cobQ1	Rv0255c	-	0	2	0	9429	23625	0	0	7	0	6	6016	163591	0	57	6.2766832595413565E-6	1.0523665112549032E-4
	309547	307877		-	PPE2	Rv0256c	-	44	55	57	492369	551459	546267	13	317	29	17	536825	467874	6	300	0.39545637881590473	1.0
	309699	310073	310073	+		Rv0257	-	20	25	24	223511	254769	236067	27	634	13	12	245954	324382	15	760	0.18832255676448395	0.8842269403448302
	310749	310294		-		Rv0258c	-	7	6	8	78101	59764	79968	6	159	4	2	81224	53871	3	148	0.8953456272834744	1.0
	311517	310774		-		Rv0259c	-	1	0	2	17679	9203	20347	0	21	1	1	35788	28171	0	42	0.856442100596893	1.0
	312659	311514		-		Rv0260c	-	0	3	2	0	31986	20031	0	15	0	2	0	56836	0	24	0.5355328935000826	1.0
	314168	312759		-	narK3	Rv0261c	-	0	2	1	7506	28787	16351	0	12	0	0	0	10214	0	3	0.7699677178402715	1.0
	314854	314309		-	aac	Rv0262c	-	1	0	0	12282	0	0	0	7	0	2	0	59967	0	54	0.0014747501287688124	0.01817889172814739
	315766	314864		-		Rv0263c	-	1	0	0	20967	0	0	0	7	0	0	12448	14991	0	15	0.5913637159710864	1.0
	316415	315783		-		Rv0264c	-	0	0	0	8684	0	0	0	4	1	1	18568	36079	0	43	6.557249085776064E-5	9.694095270052721E-4
	317503	316511		-		Rv0265c	-	2	0	0	25372	0	0	0	8	0	2	0	75288	0	37	0.04000537019385245	0.3094849065206236
	321154	317525		-	oplA	Rv0266c	-	4	2	3	53970	24635	37697	0	10	2	2	47821	70181	0	16	0.8363387240257966	1.0
	321331	322722		+	narU	Rv0267	-	90	105	90	1004094	1038271	855941	29	694	43	18	794502	475288	10	456	0.9423342303465665	1.0
	323273	322764		-		Rv0268c	-	6	14	11	76054	140347	105415	9	210	7	2	142842	57331	4	196	0.6244401085051077	1.0
	324531	323338		-		Rv0269c	-	9	11	7	110545	116666	70084	3	82	2	3	49273	86161	1	56	0.8128890687348195	1.0
	324567	326249		+	fadD2	Rv0270	-	9	17	19	101364	171829	181598	3	90	13	6	243049	180230	2	125	0.15859236383580105	0.79405055394218
326260			326178	-	-	predicted RNA	antisense: fadD2	35	34	42	391749	344388	399369	197	4560	26	6	497302	167051	95	4002	0.46409910882615113	1.0
328461	328461	326266		-	fadE6	Rv0271c	-	136	150	153	1519168	1488945	1456992	29	677	77	18	1423651	486490	10	434	0.6651592722808224	1.0
	329708	328575		-		Rv0272c	-	21	11	16	241935	111391	159358	6	150	9	1	182261	41845	2	98	0.5540434559384974	1.0
	330325	329705		-		Rv0273c	-	3	0	0	36662	2525	6624	1	24	1	0	18879	0	0	15	0.3763988495289298	1.0
	330422	331003		+		Rv0274	-	16	25	26	183126	250224	250893	17	391	23	4	440975	111696	11	474	0.18474568402989422	0.875890696982467
	331658	330933		-		Rv0275c	-	4	6	8	45657	59315	82649	3	86	13	1	246265	30971	4	190	0.0645990258399502	0.43277321901812815
	331748	332668		+		Rv0276	-	3	9	3	43114	97530	32492	2	62	1	3	22095	93574	1	62	0.75642914295889	1.0
333136	333136	332708		-	vapC25	Rv0277c	-	17	23	29	198449	236868	278075	24	554	18	4	332987	107907	12	513	0.3199656215550071	1.0
333083			333092	+	-	predicted RNA	antisense: vapC25	4	5	4	45409	52469	43796	204	4722	2	0	42219	20757	72	3148	0.3477506322200338	1.0
333256			333328	+	-	predicted RNA	-	32	38	30	360607	377384	284963	200	4671	22	10	411307	269028	104	4659	0.3401122813505686	1.0
	336310	333437		-		Rv0278c	-	4	0	0	46526	2525	8412	0	6	2	1	48651	29489	0	13	0.9104056028697122	1.0
	339073	336560		-	PE_PGRS4	Rv0279c	-	1	2	1	11910	22783	11619	0	6	0	0	11514	0	0	2	0.6820486140759655	1.0
	339364	340974		+	PPE3	Rv0280	-	3	4	2	42741	39506	26656	0	22	6	5	124688	136738	1	81	0.006531405442901944	0.06887091618828652
340106			339658	-	-	predicted RNA	antisense: PPE3	1	3	0	19292	38664	0	1	43	333	297	6157468	7782866	322	15523	0.0	0.0
341197			340715	-	-	predicted RNA	antisense: PPE3 Rv0281	6	11	14	72518	110549	141377	9	223	597	585	11035995	15347775	561	27312	0.0	0.0
	340998	341906		+		Rv0281	-	15	41	24	174379	410101	231861	13	299	15	6	284232	168369	5	248	0.38054931598606545	1.0
342594			341996	-	-	predicted RNA	antisense: eccA3	152	157	160	1689019	1552132	1521503	114	2650	928	783	17138174	20520757	657	31434	3.959190403455636E-90	1.2554650148928886E-88
	342130	344025		+	eccA3	Rv0282	-	1	2	1	13337	22166	18611	0	9	0	3	17427	89456	0	28	0.1038489320251777	0.5937096140374214
342921			342679	-	-	predicted RNA	antisense: eccA3	43	51	48	479280	505836	458990	85	1980	213	124	3948962	3250576	323	14813	6.048055401258299E-27	1.6965570792247637E-25
344201			343168	-	-	predicted RNA	antisense: eccA3 eccB3	237	314	243	2633498	3105218	2301104	111	2591	973	520	17974481	13634431	336	15284	1.4132984719352529E-8	2.798458874746003E-7
	344022	345638		+	eccB3	Rv0283	-	4	7	4	54094	70145	44216	1	34	0	4	13174	109060	0	37	0.8808029494946447	1.0
	345635	349627		+	eccC3	Rv0284	-	27	35	26	303349	350561	252576	3	75	13	10	249688	266227	1	64	0.393603794941013	1.0
345983			345752	-	-	predicted RNA	antisense: eccC3	67	59	58	749317	584118	552523	116	2709	167	154	3101763	4048764	319	15410	4.131515945535995E-15	1.0157030212171636E-13
346180			346088	-	-	predicted RNA	antisense: eccC3	21	23	23	237158	230864	222502	106	2474	57	44	1054356	1172817	252	11974	3.5530127351455968E-12	8.097908192186006E-11
349612			349440	-	-	predicted RNA	antisense: eccC3	35	59	32	389702	589842	309779	107	2484	123	94	2286618	2474299	291	13759	1.3900598263060943E-13	3.305924891258407E-12
	349624	349932		+	PE5	Rv0285	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0
	349935	351476		+	PPE4	Rv0286	-	1	3	3	11228	37766	29022	0	16	5	4	97925	120922	1	70	0.0035830993208481395	0.039999088336814946
350095			349976	-	-	predicted RNA	antisense: PPE4	23	26	26	261104	258249	252208	92	2143	83	70	1544709	1845140	295	14124	2.450942927758588E-24	6.745488208724265E-23
350676			350560	-	-	predicted RNA	antisense: PPE4	21	31	24	236228	310830	232807	96	2221	87	45	1609854	1181713	263	11929	1.8758688519315836E-15	4.6377412972048644E-14
352366			351295	-	-	predicted RNA	antisense: esxH esxG PPE4 espG3	300	422	374	3335794	4176543	3544689	149	3438	1689	1189	31196369	31169028	621	29088	9.068664805822288E-16	2.2939004156230246E-14
	351525	351818		+	esxG	Rv0287	-	0	0	0	0	3367	0	0	3	0	0	0	0	0	0	0.0	1.0
	351848	352138		+	esxH	Rv0288	-	0	0	0	0	0	0	0	0	1	0	31742	0	1	54	0.0	0.0
	352149	353036		+	espG3	Rv0289	-	2	1	0	23697	14253	0	0	14	0	0	14730	0	0	8	0.6259331169175262	1.0
352548			352428	-	-	predicted RNA	antisense: espG3	23	27	25	256141	274130	240799	91	2124	81	43	1497510	1132948	239	10869	5.725410721539764E-14	1.3766152372229673E-12
353227			352820	-	-	predicted RNA	antisense: eccD3 espG3	112	173	118	1247456	1710549	1125657	144	3336	395	207	7300518	5447940	344	15623	1.169753556257463E-10	2.572282192051587E-9
	353083	354501		+	eccD3	Rv0290	-	1	2	0	19230	21661	0	0	9	1	0	35062	21087	0	19	0.7251635834636376	1.0
353569			353369	-	-	predicted RNA	antisense: eccD3	40	69	50	450186	686924	481703	116	2684	139	105	2577385	2770016	281	13301	5.994992600580493E-11	1.324953920209103E-9
	354498	355883		+	mycP3	Rv0291	-	1	2	3	17307	22166	30494	0	16	6	4	114211	124217	1	86	3.701226828880549E-4	0.005076290967150301
355122			355099	-	-	predicted RNA	antisense: mycP3	6	8	7	72456	84118	70084	136	3148	16	9	295539	243986	245	11240	3.6320728355586596E-4	0.00499809771333481
	355880	356875		+	eccE3	Rv0292	-	33	17	39	376923	173007	373554	13	309	14	5	272510	148929	4	211	0.4913641608136478	1.0
	358064	356862		-		Rv0293c	-	17	25	28	195347	252356	272292	8	199	38	23	717427	612850	12	552	3.7964652063364294E-4	0.00515941979594044
	358171	358956		+	tam	Rv0294	-	7	10	9	87841	99326	86750	5	116	4	0	83506	10214	1	59	0.3919843653988786	1.0
	359748	358945		-		Rv0295c	-	0	0	1	9491	0	15930	0	10	1	3	33817	101317	1	84	1.7551573331099137E-5	2.7727684078299576E-4
	361155	359758		-		Rv0296c	-	4	3	3	49689	34792	33385	1	28	0	0	15145	0	0	5	0.07176863625372501	0.46527341073526024
	361334	363109		+	PE_PGRS5	Rv0297	-	2	1	0	32382	14590	0	0	8	1	1	32780	41350	0	20	0.6964947716177712	1.0
	363252	363479		+		Rv0298	-	1	0	0	13461	7182	0	1	30	0	0	0	0	0	0	0.0	0.0
363518			363308	-	-	predicted RNA	antisense: Rv0299 Rv0298	100	140	103	1118610	1383333	975814	237	5494	42	12	786410	336738	62	2661	0.627300322435959	1.0
	363476	363778		+		Rv0299	-	1	0	0	16129	7295	7570	1	34	0	0	0	0	0	0	0.0	0.0
	363826	364047		+	vapB2	Rv0300	-	0	0	0	4838	0	3995	0	13	0	0	0	0	0	0	0.0	1.0
	364044	364469		+	vapC2	Rv0301	-	0	1	3	7630	12626	32649	1	41	0	0	0	0	0	0	0.0	0.0
	364605	365237		+		Rv0302	-	0	0	0	1488	7182	6466	0	7	0	0	0	0	0	0	0.0	1.0
	365234	366142		+		Rv0303	-	6	0	4	67741	7968	45793	1	44	2	2	41597	56672	1	54	0.7019036898870692	1.0
	372764	366150		-	PPE5	Rv0304c	-	19	24	18	216563	240291	179337	1	32	13	7	255394	206754	0	34	0.24181000968086555	1.0
	375711	372820		-	PPE6	Rv0305c	-	5	10	8	62655	103984	80021	1	28	7	7	146680	201317	1	60	0.05202535226987241	0.3756814216715539
	375914	376585		+		Rv0306	-	7	14	7	88399	146464	71135	6	151	2	3	53630	90280	2	107	0.8906635597734153	1.0
	377055	376573		-		Rv0307c	-	0	0	3	3846	0	36382	1	27	0	0	18360	0	0	19	0.39697096475133575	1.0
	377113	377829		+		Rv0308	-	1	3	3	15260	32267	32544	1	37	1	0	33609	0	0	23	0.3630387638778686	1.0
	377931	378587		+		Rv0309	-	1	2	1	17617	25196	12986	1	28	0	0	0	0	0	0	0.0	0.0
	379148	378657		-		Rv0310c	-	12	9	20	140508	95117	194794	12	291	4	3	87344	85502	3	175	0.8783413351097775	1.0
	379172	380401		+		Rv0311	-	0	0	0	0	0	7676	0	2	3	0	66078	14991	0	32	1.7106714692137557E-13	4.0464315401510244E-12
	380556	382418		+		Rv0312	-	6	5	6	66625	58305	59779	1	33	7	2	133506	57495	1	51	0.2368900068768642	1.0
	382490	382876		+		Rv0313	-	12	18	14	142245	186868	137434	17	401	6	2	128941	75288	5	263	0.6893681548113443	1.0
	383541	382879		-		Rv0314c	-	43	53	42	477977	526711	402681	30	707	12	9	223340	240691	7	349	0.9708093727932143	1.0
	383602	384486		+		Rv0315	-	0	0	0	0	9708	7991	0	6	0	0	0	0	0	0	0.0	1.0
	384535	385149		+		Rv0316	-	12	16	16	138337	158305	152628	10	243	7	2	130497	60790	3	155	0.7739258927601383	1.0
	385943	385173		-	glpQ2	Rv0317c	-	5	7	9	60235	75869	88012	4	96	2	0	50933	0	0	33	0.7322924064495431	1.0
386274			386204	-	glyU	Rvnt04	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0
	387099	386305		-		Rv0318c	-	1	1	1	12158	16161	10042	0	16	1	0	21784	0	0	13	0.43476036760357206	1.0
	387148	387816		+	pcp	Rv0319	-	3	2	1	36786	22109	15194	1	36	0	0	0	0	0	0	0.0	0.0
	387888	388550		+		Rv0320	-	0	2	0	0	20763	7623	0	14	1	0	28630	0	0	21	0.5432013282703794	1.0
	388582	389154		+	dcd	Rv0321	-	0	4	1	3846	45117	16666	1	38	1	0	24688	0	0	21	0.3517151686020294	1.0
	389260	390591		+	udgA	Rv0322	-	1	1	1	15260	18350	11829	0	11	0	0	9336	23393	0	12	0.4676383841962149	1.0
	391251	390580		-		Rv0323c	-	4	3	3	49813	33277	33753	2	57	5	1	98443	32619	2	97	0.5717675646773979	1.0
	391352	392032		+		Rv0324	-	1	0	1	13833	56	13406	0	13	3	1	56327	48434	1	76	0.003541593527343046	0.03963686259757844
	392039	392263		+		Rv0325	-	1	0	0	13089	5555	5835	1	36	0	0	4045	0	0	8	0.10824630718710825	0.6051639702958381
	392273	392728		+		Rv0326	-	0	0	0	0	8361	0	0	6	0	1	0	33443	0	36	0.026058782456983422	0.21597203036318077
	394045	392696		-	cyp135A1	Rv0327c	-	7	15	5	83250	150448	52365	3	70	3	1	72925	30807	0	38	0.5119800589140681	1.0
	394111	394713		+		Rv0328	-	0	1	1	0	13804	12355	0	14	1	0	19398	0	0	16	0.49491970624406056	1.0
	395320	394694		-		Rv0329c	-	4	9	7	55272	91806	74185	5	117	3	1	62655	40197	1	82	0.4826625810060674	1.0
	396087	395347		-		Rv0330c	-	2	2	3	24007	19753	29495	1	32	0	1	0	29983	0	20	0.36205808084929664	1.0
	396201	397367		+		Rv0331	-	4	5	1	47270	53142	17297	1	33	1	3	28838	88962	0	50	0.8557311395730663	1.0
	397442	398227		+		Rv0332	-	0	0	0	8436	1122	8517	0	7	0	2	16804	58813	0	48	0.0036946753730153965	0.04113969321199842
	398254	398628		+		Rv0333	-	0	0	0	0	0	0	0	0	2	2	38900	61779	2	134	1.0	1.0
	398658	399524		+	rmlA	Rv0334	-	1	0	0	17431	5499	0	0	8	0	0	17946	4942	0	13	0.5493998611565251	1.0
	400050	399535		-	PE6	Rv0335c	-	11	8	11	124813	83670	105783	8	203	2	5	53319	154200	3	201	0.5335896770839681	1.0
400192	400192	401703		+		Rv0336	-	68	67	72	764516	667732	684016	20	466	33	20	612344	533607	8	378	0.548014882654754	1.0
	403162	401873		-	aspC	Rv0337c	-	2	8	1	29776	83501	10410	1	31	4	2	88070	75947	1	63	0.1754914410317663	0.847627534166677
	405841	403193		-		Rv0338c	-	7	4	3	78411	49046	30178	0	19	2	2	43360	73311	0	22	0.8479571856591062	1.0
	408448	405950		-		Rv0339c	-	4	6	1	54032	60998	15615	0	17	2	5	48340	145799	0	38	0.1088723339347859	0.606911252609711
	408634	409173		+		Rv0340	-	0	0	0	2481	8361	3627	0	8	0	0	0	0	0	0	0.0	1.0
	409362	410801		+	iniB	Rv0341	-	1	3	4	16129	38608	43322	1	22	2	3	41701	84678	0	43	0.40194777992570185	1.0
	410838	412760		+	iniA	Rv0342	-	12	19	21	140570	190460	204521	4	92	2	3	48755	97528	0	38	0.8889226959933104	1.0
	412757	414238		+	iniC	Rv0343	-	12	12	8	144044	122727	83017	3	78	12	6	231535	172981	3	136	0.09167353790098254	0.5480374342277317
